          1405684449,        d8:c7:c8:5e:7d:aa,          SUTD_Staff,   67
          1405684451,        d8:c7:c8:5e:7c:2c,            SUTD_BOT,   70

          1405684451,        d8:c7:c8:5e:7c:2d,           SUTD_GLAB,   70

          1405684451,        d8:c7:c8:5e:7c:2b,        SUTD_Student,   70

          1405684451,        d8:c7:c8:5e:7d:e8,          SUTD_Guest,   63

          1405684451,        02:2c:4c:cf:a2:ce,     HPCP1525-7dcf88,   72

          1405684451,        d8:c7:c8:5e:7c:28,          SUTD_Guest,   70

          1405684451,        d8:c7:c8:5e:7d:8d,           SUTD_GLAB,   84

          1405684451,        d8:c7:c8:5e:7d:89,           SUTD_ILP2,   84

          1405684451,        d8:c7:c8:5e:7d:ab,        SUTD_Student,   68

          1405684451,        d8:c7:c8:5e:7d:ac,            SUTD_BOT,   68

          1405684451,        d8:c7:c8:5e:7c:21,           SUTD_ILP2,   74

          1405684451,        d8:c7:c8:5e:7d:a8,          SUTD_Guest,   67

          1405684451,        d8:c7:c8:5e:7f:00,           SUTD_GLAB,   86

          1405684451,        b0:c5:54:dc:dc:6c,              ai-ap1,   83

          1405684451,        a0:f3:c1:3c:d5:9a,              ai-hub,   83

          1405684451,        d8:c7:c8:11:82:a1,           SUTD_GLAB,   80

          1405684451,        00:0b:86:75:43:e5,           SUTD_GLAB,   70

          1405684451,        00:0b:86:75:43:e3,        SUTD_Student,   71

          1405684451,        00:0b:86:75:43:e4,            SUTD_BOT,   71

          1405684451,        00:0b:86:75:43:e1,           SUTD_ILP2,   71

          1405684451,        00:0b:86:75:43:e2,          SUTD_Staff,   72

          1405684451,        d8:c7:c8:5e:7c:23,        SUTD_Student,   73

          1405684451,        d8:c7:c8:5e:7c:25,           SUTD_GLAB,   73

          1405684451,        d8:c7:c8:5e:7c:22,          SUTD_Staff,   74

          1405684451,        d8:c7:c8:11:83:a6,           SUTD_GLAB,   80

          1405684451,        d8:c7:c8:11:82:25,           SUTD_GLAB,   83

          1405684451,        d8:c7:c8:5e:81:21,           SUTD_ILP2,   85

          1405684451,        d8:c7:c8:11:82:21,           SUTD_ILP2,   85

          1405684451,        d8:c7:c8:11:83:91,           SUTD_ILP2,   86

          1405684451,        d8:c7:c8:5e:80:a1,           SUTD_ILP2,   86

          1405684451,        d8:c7:c8:5e:7f:08,           SUTD_GLAB,   99

          1405684451,        00:0b:86:75:43:e0,          SUTD_Guest,   72

          1405684451,        d8:c7:c8:5e:7c:20,          SUTD_Guest,   72

          1405684454,        d8:c7:c8:5e:7d:aa,          SUTD_Staff,   67

          1405684454,        d8:c7:c8:5e:7d:a9,           SUTD_ILP2,   67

          1405684454,        d8:c7:c8:5e:7d:ad,           SUTD_GLAB,   68

          1405684454,        d8:c7:c8:5e:7d:ec,            SUTD_BOT,   63

          1405684454,        d8:c7:c8:5e:7d:eb,        SUTD_Student,   63

          1405684454,        d8:c7:c8:5e:7d:ea,          SUTD_Staff,   63

          1405684454,        d8:c7:c8:5e:7d:e9,           SUTD_ILP2,   63

          1405684454,        d8:c7:c8:5e:7d:ed,           SUTD_GLAB,   63

          1405684454,        d8:c7:c8:5e:7c:8d,           SUTD_GLAB,   72

          1405684454,        d8:c7:c8:5e:7d:e1,           SUTD_ILP2,   67

          1405684454,        d8:c7:c8:5e:7c:89,           SUTD_ILP2,   74

          1405684454,        d8:c7:c8:5e:7c:8a,          SUTD_Staff,   67

          1405684454,        d8:c7:c8:5e:7d:a1,           SUTD_ILP2,   57

          1405684454,        d8:c7:c8:5e:7c:81,           SUTD_ILP2,   68

          1405684454,        d8:c7:c8:5e:7c:2a,          SUTD_Staff,   68

          1405684454,        d8:c7:c8:5e:7c:29,           SUTD_ILP2,   68

          1405684454,        d8:c7:c8:5e:7c:2c,            SUTD_BOT,   70

          1405684454,        d8:c7:c8:5e:7c:2d,           SUTD_GLAB,   70

          1405684454,        d8:c7:c8:5e:7c:2b,        SUTD_Student,   70

          1405684454,        d8:c7:c8:5e:7d:e8,          SUTD_Guest,   63

          1405684454,        02:2c:4c:cf:a2:ce,     HPCP1525-7dcf88,   72

          1405684454,        d8:c7:c8:5e:7c:28,          SUTD_Guest,   70

          1405684454,        d8:c7:c8:5e:7d:8d,           SUTD_GLAB,   84

          1405684454,        d8:c7:c8:5e:7d:89,           SUTD_ILP2,   84

          1405684454,        d8:c7:c8:5e:7d:ab,        SUTD_Student,   68

          1405684454,        d8:c7:c8:5e:7d:ac,            SUTD_BOT,   68

          1405684454,        d8:c7:c8:5e:7c:21,           SUTD_ILP2,   74

          1405684454,        d8:c7:c8:5e:7d:a8,          SUTD_Guest,   67

          1405684454,        d8:c7:c8:5e:7f:00,           SUTD_GLAB,   86

          1405684454,        b0:c5:54:dc:dc:6c,              ai-ap1,   83

          1405684454,        a0:f3:c1:3c:d5:9a,              ai-hub,   83

          1405684454,        d8:c7:c8:11:82:a1,           SUTD_GLAB,   80

          1405684454,        00:0b:86:75:43:e5,           SUTD_GLAB,   70

          1405684454,        00:0b:86:75:43:e3,        SUTD_Student,   71

          1405684454,        00:0b:86:75:43:e4,            SUTD_BOT,   71

          1405684454,        00:0b:86:75:43:e1,           SUTD_ILP2,   71

          1405684454,        00:0b:86:75:43:e2,          SUTD_Staff,   72

          1405684454,        d8:c7:c8:5e:7c:23,        SUTD_Student,   73

          1405684454,        d8:c7:c8:5e:7c:25,           SUTD_GLAB,   73

          1405684454,        d8:c7:c8:5e:7c:22,          SUTD_Staff,   74

          1405684454,        d8:c7:c8:11:83:a6,           SUTD_GLAB,   80

          1405684454,        d8:c7:c8:11:82:25,           SUTD_GLAB,   83

          1405684454,        d8:c7:c8:5e:81:21,           SUTD_ILP2,   85

          1405684454,        d8:c7:c8:11:82:21,           SUTD_ILP2,   85

          1405684454,        d8:c7:c8:11:83:91,           SUTD_ILP2,   86

          1405684454,        d8:c7:c8:5e:80:a1,           SUTD_ILP2,   86

          1405684454,        d8:c7:c8:5e:7f:08,           SUTD_GLAB,   99

          1405684454,        00:0b:86:75:43:e0,          SUTD_Guest,   72

          1405684454,        d8:c7:c8:5e:7c:20,          SUTD_Guest,   72

          1405684457,        d8:c7:c8:5e:7d:aa,          SUTD_Staff,   67

          1405684457,        d8:c7:c8:5e:7d:a9,           SUTD_ILP2,   67

          1405684457,        d8:c7:c8:5e:7d:ad,           SUTD_GLAB,   68

          1405684457,        d8:c7:c8:5e:7d:ec,            SUTD_BOT,   63

          1405684457,        d8:c7:c8:5e:7d:eb,        SUTD_Student,   63

          1405684457,        d8:c7:c8:5e:7d:ea,          SUTD_Staff,   63

          1405684457,        d8:c7:c8:5e:7d:e9,           SUTD_ILP2,   63

          1405684457,        d8:c7:c8:5e:7d:ed,           SUTD_GLAB,   63

          1405684457,        d8:c7:c8:5e:7c:8d,           SUTD_GLAB,   72

          1405684457,        d8:c7:c8:5e:7d:e1,           SUTD_ILP2,   67

          1405684457,        d8:c7:c8:5e:7c:89,           SUTD_ILP2,   74

          1405684457,        d8:c7:c8:5e:7c:8a,          SUTD_Staff,   67

          1405684457,        d8:c7:c8:5e:7d:a1,           SUTD_ILP2,   57

          1405684457,        d8:c7:c8:5e:7c:81,           SUTD_ILP2,   68

          1405684457,        d8:c7:c8:5e:7c:2a,          SUTD_Staff,   68

          1405684457,        d8:c7:c8:5e:7c:29,           SUTD_ILP2,   68

          1405684457,        d8:c7:c8:5e:7c:2c,            SUTD_BOT,   70

          1405684457,        d8:c7:c8:5e:7c:2d,           SUTD_GLAB,   70

          1405684457,        d8:c7:c8:5e:7c:2b,        SUTD_Student,   70

          1405684457,        d8:c7:c8:5e:7d:e8,          SUTD_Guest,   63

          1405684457,        02:2c:4c:cf:a2:ce,     HPCP1525-7dcf88,   72

          1405684457,        d8:c7:c8:5e:7c:28,          SUTD_Guest,   70

          1405684457,        d8:c7:c8:5e:7d:8d,           SUTD_GLAB,   84

          1405684457,        d8:c7:c8:5e:7d:89,           SUTD_ILP2,   84

          1405684457,        d8:c7:c8:5e:7d:ab,        SUTD_Student,   68

          1405684457,        d8:c7:c8:5e:7d:ac,            SUTD_BOT,   68

          1405684457,        d8:c7:c8:5e:7c:21,           SUTD_ILP2,   74

          1405684457,        d8:c7:c8:5e:7d:a8,          SUTD_Guest,   67

          1405684457,        d8:c7:c8:5e:7f:00,           SUTD_GLAB,   86

          1405684457,        b0:c5:54:dc:dc:6c,              ai-ap1,   83

          1405684457,        a0:f3:c1:3c:d5:9a,              ai-hub,   83

          1405684457,        d8:c7:c8:11:82:a1,           SUTD_GLAB,   80

          1405684457,        00:0b:86:75:43:e5,           SUTD_GLAB,   70

          1405684457,        00:0b:86:75:43:e3,        SUTD_Student,   71

          1405684457,        00:0b:86:75:43:e4,            SUTD_BOT,   71

          1405684457,        00:0b:86:75:43:e1,           SUTD_ILP2,   71

          1405684457,        00:0b:86:75:43:e2,          SUTD_Staff,   72

          1405684457,        d8:c7:c8:5e:7c:23,        SUTD_Student,   73

          1405684457,        d8:c7:c8:5e:7c:25,           SUTD_GLAB,   73

          1405684457,        d8:c7:c8:5e:7c:22,          SUTD_Staff,   74

          1405684457,        d8:c7:c8:11:83:a6,           SUTD_GLAB,   80

          1405684457,        d8:c7:c8:11:82:25,           SUTD_GLAB,   83

          1405684457,        d8:c7:c8:5e:81:21,           SUTD_ILP2,   85

          1405684457,        d8:c7:c8:11:82:21,           SUTD_ILP2,   85

          1405684457,        d8:c7:c8:11:83:91,           SUTD_ILP2,   86

          1405684457,        d8:c7:c8:5e:80:a1,           SUTD_ILP2,   86

          1405684457,        d8:c7:c8:5e:7f:08,           SUTD_GLAB,   99

          1405684457,        00:0b:86:75:43:e0,          SUTD_Guest,   72

          1405684457,        d8:c7:c8:5e:7c:20,          SUTD_Guest,   72

          1405684459,        d8:c7:c8:5e:7d:aa,          SUTD_Staff,   67

          1405684459,        d8:c7:c8:5e:7d:a9,           SUTD_ILP2,   67

          1405684459,        d8:c7:c8:5e:7d:ad,           SUTD_GLAB,   68

          1405684459,        d8:c7:c8:5e:7d:ec,            SUTD_BOT,   63

          1405684459,        d8:c7:c8:5e:7d:eb,        SUTD_Student,   63

          1405684459,        d8:c7:c8:5e:7d:ea,          SUTD_Staff,   63

          1405684459,        d8:c7:c8:5e:7d:e9,           SUTD_ILP2,   63

          1405684459,        d8:c7:c8:5e:7d:ed,           SUTD_GLAB,   63

          1405684459,        d8:c7:c8:5e:7c:8d,           SUTD_GLAB,   72

          1405684459,        d8:c7:c8:5e:7d:e1,           SUTD_ILP2,   67

          1405684459,        d8:c7:c8:5e:7c:89,           SUTD_ILP2,   74

          1405684459,        d8:c7:c8:5e:7c:8a,          SUTD_Staff,   67

          1405684459,        d8:c7:c8:5e:7d:a1,           SUTD_ILP2,   57

          1405684459,        d8:c7:c8:5e:7c:81,           SUTD_ILP2,   68

          1405684459,        d8:c7:c8:5e:7c:2a,          SUTD_Staff,   68

          1405684459,        d8:c7:c8:5e:7c:29,           SUTD_ILP2,   68

          1405684459,        d8:c7:c8:5e:7c:2c,            SUTD_BOT,   70

          1405684459,        d8:c7:c8:5e:7c:2d,           SUTD_GLAB,   70

          1405684459,        d8:c7:c8:5e:7c:2b,        SUTD_Student,   70

          1405684459,        d8:c7:c8:5e:7d:e8,          SUTD_Guest,   63

          1405684459,        02:2c:4c:cf:a2:ce,     HPCP1525-7dcf88,   72

          1405684459,        d8:c7:c8:5e:7c:28,          SUTD_Guest,   70

          1405684459,        d8:c7:c8:5e:7d:8d,           SUTD_GLAB,   84

          1405684459,        d8:c7:c8:5e:7d:89,           SUTD_ILP2,   84

          1405684459,        d8:c7:c8:5e:7d:ab,        SUTD_Student,   68

          1405684459,        d8:c7:c8:5e:7d:ac,            SUTD_BOT,   68

          1405684459,        d8:c7:c8:5e:7c:21,           SUTD_ILP2,   74

          1405684459,        d8:c7:c8:5e:7d:a8,          SUTD_Guest,   67

          1405684459,        d8:c7:c8:5e:7f:00,           SUTD_GLAB,   86

          1405684459,        b0:c5:54:dc:dc:6c,              ai-ap1,   83

          1405684459,        a0:f3:c1:3c:d5:9a,              ai-hub,   83

          1405684459,        d8:c7:c8:11:82:a1,           SUTD_GLAB,   80

          1405684459,        00:0b:86:75:43:e5,           SUTD_GLAB,   70

          1405684459,        00:0b:86:75:43:e3,        SUTD_Student,   71

          1405684459,        00:0b:86:75:43:e4,            SUTD_BOT,   71

          1405684459,        00:0b:86:75:43:e1,           SUTD_ILP2,   71

          1405684459,        00:0b:86:75:43:e2,          SUTD_Staff,   72

          1405684459,        d8:c7:c8:5e:7c:23,        SUTD_Student,   73

          1405684459,        d8:c7:c8:5e:7c:25,           SUTD_GLAB,   73

          1405684459,        d8:c7:c8:5e:7c:22,          SUTD_Staff,   74

          1405684459,        d8:c7:c8:11:83:a6,           SUTD_GLAB,   80

          1405684459,        d8:c7:c8:11:82:25,           SUTD_GLAB,   83

          1405684459,        d8:c7:c8:5e:81:21,           SUTD_ILP2,   85

          1405684459,        d8:c7:c8:11:82:21,           SUTD_ILP2,   85

          1405684459,        d8:c7:c8:11:83:91,           SUTD_ILP2,   86

          1405684459,        d8:c7:c8:5e:80:a1,           SUTD_ILP2,   86

          1405684459,        d8:c7:c8:5e:7f:08,           SUTD_GLAB,   99

          1405684459,        00:0b:86:75:43:e0,          SUTD_Guest,   72

          1405684459,        d8:c7:c8:5e:7c:20,          SUTD_Guest,   72

          1405684462,        d8:c7:c8:5e:7d:aa,          SUTD_Staff,   67

          1405684462,        d8:c7:c8:5e:7d:a9,           SUTD_ILP2,   67

          1405684462,        d8:c7:c8:5e:7d:ad,           SUTD_GLAB,   68

          1405684462,        d8:c7:c8:5e:7d:ec,            SUTD_BOT,   63

          1405684462,        d8:c7:c8:5e:7d:eb,        SUTD_Student,   63

          1405684462,        d8:c7:c8:5e:7d:ea,          SUTD_Staff,   63

          1405684462,        d8:c7:c8:5e:7d:e9,           SUTD_ILP2,   63

          1405684462,        d8:c7:c8:5e:7d:ed,           SUTD_GLAB,   63

          1405684462,        d8:c7:c8:5e:7c:8d,           SUTD_GLAB,   72

          1405684462,        d8:c7:c8:5e:7d:e1,           SUTD_ILP2,   67

          1405684462,        d8:c7:c8:5e:7c:89,           SUTD_ILP2,   74

          1405684462,        d8:c7:c8:5e:7c:8a,          SUTD_Staff,   67

          1405684462,        d8:c7:c8:5e:7d:a1,           SUTD_ILP2,   57

          1405684462,        d8:c7:c8:5e:7c:81,           SUTD_ILP2,   68

          1405684462,        d8:c7:c8:5e:7c:2a,          SUTD_Staff,   68

          1405684462,        d8:c7:c8:5e:7c:29,           SUTD_ILP2,   68

          1405684462,        d8:c7:c8:5e:7c:2c,            SUTD_BOT,   70

          1405684462,        d8:c7:c8:5e:7c:2d,           SUTD_GLAB,   70

          1405684462,        d8:c7:c8:5e:7c:2b,        SUTD_Student,   70

          1405684462,        d8:c7:c8:5e:7d:e8,          SUTD_Guest,   63

          1405684462,        02:2c:4c:cf:a2:ce,     HPCP1525-7dcf88,   72

          1405684462,        d8:c7:c8:5e:7c:28,          SUTD_Guest,   70

          1405684462,        d8:c7:c8:5e:7d:8d,           SUTD_GLAB,   84

          1405684462,        d8:c7:c8:5e:7d:89,           SUTD_ILP2,   84

          1405684462,        d8:c7:c8:5e:7d:ab,        SUTD_Student,   68

          1405684462,        d8:c7:c8:5e:7d:ac,            SUTD_BOT,   68

          1405684462,        d8:c7:c8:5e:7c:21,           SUTD_ILP2,   74

          1405684462,        d8:c7:c8:5e:7d:a8,          SUTD_Guest,   67

          1405684462,        d8:c7:c8:5e:7f:00,           SUTD_GLAB,   86

          1405684462,        b0:c5:54:dc:dc:6c,              ai-ap1,   83

          1405684462,        a0:f3:c1:3c:d5:9a,              ai-hub,   83

          1405684462,        d8:c7:c8:11:82:a1,           SUTD_GLAB,   80

          1405684462,        00:0b:86:75:43:e5,           SUTD_GLAB,   70

          1405684462,        00:0b:86:75:43:e3,        SUTD_Student,   71

          1405684462,        00:0b:86:75:43:e4,            SUTD_BOT,   71

          1405684462,        00:0b:86:75:43:e1,           SUTD_ILP2,   71

          1405684462,        00:0b:86:75:43:e2,          SUTD_Staff,   72

          1405684462,        d8:c7:c8:5e:7c:23,        SUTD_Student,   73

          1405684462,        d8:c7:c8:5e:7c:25,           SUTD_GLAB,   73

          1405684462,        d8:c7:c8:5e:7c:22,          SUTD_Staff,   74

          1405684462,        d8:c7:c8:11:83:a6,           SUTD_GLAB,   80

          1405684462,        d8:c7:c8:11:82:25,           SUTD_GLAB,   83

          1405684462,        d8:c7:c8:5e:81:21,           SUTD_ILP2,   85

          1405684462,        d8:c7:c8:11:82:21,           SUTD_ILP2,   85

          1405684462,        d8:c7:c8:11:83:91,           SUTD_ILP2,   86

          1405684462,        d8:c7:c8:5e:80:a1,           SUTD_ILP2,   86

          1405684462,        d8:c7:c8:5e:7f:08,           SUTD_GLAB,   99

          1405684462,        00:0b:86:75:43:e0,          SUTD_Guest,   72

          1405684462,        d8:c7:c8:5e:7c:20,          SUTD_Guest,   72

          1405684464,        d8:c7:c8:5e:7d:aa,          SUTD_Staff,   67

          1405684464,        d8:c7:c8:5e:7d:a9,           SUTD_ILP2,   67

          1405684464,        d8:c7:c8:5e:7d:ad,           SUTD_GLAB,   68

          1405684464,        d8:c7:c8:5e:7d:ec,            SUTD_BOT,   63

          1405684464,        d8:c7:c8:5e:7d:eb,        SUTD_Student,   63

          1405684464,        d8:c7:c8:5e:7d:ea,          SUTD_Staff,   63

          1405684464,        d8:c7:c8:5e:7d:e9,           SUTD_ILP2,   63

          1405684464,        d8:c7:c8:5e:7d:ed,           SUTD_GLAB,   63

          1405684464,        d8:c7:c8:5e:7c:8d,           SUTD_GLAB,   72

          1405684464,        d8:c7:c8:5e:7d:e1,           SUTD_ILP2,   67

          1405684464,        d8:c7:c8:5e:7c:89,           SUTD_ILP2,   74

          1405684464,        d8:c7:c8:5e:7c:8a,          SUTD_Staff,   67

          1405684464,        d8:c7:c8:5e:7d:a1,           SUTD_ILP2,   57

          1405684464,        d8:c7:c8:5e:7c:81,           SUTD_ILP2,   68

          1405684464,        d8:c7:c8:5e:7c:2a,          SUTD_Staff,   68

          1405684464,        d8:c7:c8:5e:7c:29,           SUTD_ILP2,   68

          1405684464,        d8:c7:c8:5e:7c:2c,            SUTD_BOT,   70

          1405684464,        d8:c7:c8:5e:7c:2d,           SUTD_GLAB,   70

          1405684464,        d8:c7:c8:5e:7c:2b,        SUTD_Student,   70

          1405684464,        d8:c7:c8:5e:7d:e8,          SUTD_Guest,   63

          1405684464,        02:2c:4c:cf:a2:ce,     HPCP1525-7dcf88,   72

          1405684464,        d8:c7:c8:5e:7c:28,          SUTD_Guest,   70

          1405684464,        d8:c7:c8:5e:7d:8d,           SUTD_GLAB,   84

          1405684464,        d8:c7:c8:5e:7d:89,           SUTD_ILP2,   84

          1405684464,        d8:c7:c8:5e:7d:ab,        SUTD_Student,   68

          1405684464,        d8:c7:c8:5e:7d:ac,            SUTD_BOT,   68

          1405684464,        d8:c7:c8:5e:7c:21,           SUTD_ILP2,   74

          1405684464,        d8:c7:c8:5e:7d:a8,          SUTD_Guest,   67

          1405684464,        d8:c7:c8:5e:7f:00,           SUTD_GLAB,   86

          1405684464,        b0:c5:54:dc:dc:6c,              ai-ap1,   83

          1405684464,        a0:f3:c1:3c:d5:9a,              ai-hub,   83

          1405684464,        d8:c7:c8:11:82:a1,           SUTD_GLAB,   80

          1405684464,        00:0b:86:75:43:e5,           SUTD_GLAB,   70

          1405684464,        00:0b:86:75:43:e3,        SUTD_Student,   71

          1405684464,        00:0b:86:75:43:e4,            SUTD_BOT,   71

          1405684464,        00:0b:86:75:43:e1,           SUTD_ILP2,   71

          1405684464,        00:0b:86:75:43:e2,          SUTD_Staff,   72

          1405684464,        d8:c7:c8:5e:7c:23,        SUTD_Student,   73

          1405684464,        d8:c7:c8:5e:7c:25,           SUTD_GLAB,   73

          1405684464,        d8:c7:c8:5e:7c:22,          SUTD_Staff,   74

          1405684464,        d8:c7:c8:11:83:a6,           SUTD_GLAB,   80

          1405684464,        d8:c7:c8:11:82:25,           SUTD_GLAB,   83

          1405684464,        d8:c7:c8:5e:81:21,           SUTD_ILP2,   85

          1405684464,        d8:c7:c8:11:82:21,           SUTD_ILP2,   85

          1405684464,        d8:c7:c8:11:83:91,           SUTD_ILP2,   86

          1405684464,        d8:c7:c8:5e:80:a1,           SUTD_ILP2,   86

          1405684464,        d8:c7:c8:5e:7f:08,           SUTD_GLAB,   99

          1405684464,        00:0b:86:75:43:e0,          SUTD_Guest,   72

          1405684464,        d8:c7:c8:5e:7c:20,          SUTD_Guest,   72

          1405684467,        d8:c7:c8:5e:7d:aa,          SUTD_Staff,   60

          1405684467,        d8:c7:c8:5e:7d:a9,           SUTD_ILP2,   60

          1405684467,        d8:c7:c8:5e:7d:ad,           SUTD_GLAB,   60

          1405684467,        d8:c7:c8:5e:7d:ec,            SUTD_BOT,   64

          1405684467,        d8:c7:c8:5e:7d:eb,        SUTD_Student,   64

          1405684467,        d8:c7:c8:5e:7d:ea,          SUTD_Staff,   64

          1405684467,        d8:c7:c8:5e:7d:e9,           SUTD_ILP2,   64

          1405684467,        d8:c7:c8:5e:7d:ed,           SUTD_GLAB,   64

          1405684467,        d8:c7:c8:5e:7c:8d,           SUTD_GLAB,   72

          1405684467,        d8:c7:c8:5e:7d:e1,           SUTD_ILP2,   65

          1405684467,        d8:c7:c8:5e:7c:89,           SUTD_ILP2,   72

          1405684467,        d8:c7:c8:5e:7c:8a,          SUTD_Staff,   72

          1405684467,        d8:c7:c8:5e:7d:a1,           SUTD_ILP2,   53

          1405684467,        d8:c7:c8:5e:7c:81,           SUTD_ILP2,   70

          1405684467,        d8:c7:c8:5e:7c:2a,          SUTD_Staff,   56

          1405684467,        d8:c7:c8:5e:7c:29,           SUTD_ILP2,   56

          1405684467,        d8:c7:c8:5e:7c:2c,            SUTD_BOT,   56

          1405684467,        d8:c7:c8:5e:7c:2d,           SUTD_GLAB,   56

          1405684467,        d8:c7:c8:5e:7c:2b,        SUTD_Student,   56

          1405684467,        d8:c7:c8:5e:7d:e8,          SUTD_Guest,   64

