          1405684437,        d8:c7:c8:5e:7d:e1,           SUTD_ILP2,   57
          1405684437,        d8:c7:c8:11:82:ab,        SUTD_Student,   88

          1405684437,        d8:c7:c8:5e:80:a5,           SUTD_GLAB,   88

          1405684437,        d8:c7:c8:5e:80:3b,        SUTD_Student,   88

          1405684437,        d8:c7:c8:5e:80:3d,           SUTD_GLAB,   89

          1405684437,        d8:c7:c8:5e:7d:85,           SUTD_GLAB,   85

          1405684437,        d8:c7:c8:5e:7c:80,          SUTD_Guest,   77

          1405684437,        d8:c7:c8:11:82:a8,          SUTD_Guest,   87

          1405684437,        d8:c7:c8:5e:80:38,          SUTD_Guest,   88

          1405684437,        d8:c7:c8:5e:7d:e5,           SUTD_GLAB,   57

          1405684437,        d8:c7:c8:5e:7d:e3,        SUTD_Student,   57

          1405684437,        d8:c7:c8:5e:7d:e4,            SUTD_BOT,   58

          1405684437,        d8:c7:c8:5e:7d:e2,          SUTD_Staff,   59

          1405684437,        d8:c7:c8:5e:7d:a4,            SUTD_BOT,   72

          1405684437,        d8:c7:c8:5e:7d:a3,        SUTD_Student,   72

          1405684437,        d8:c7:c8:5e:7c:24,            SUTD_BOT,   74

          1405684437,        d8:c7:c8:5e:7c:25,           SUTD_GLAB,   75

          1405684437,        d8:c7:c8:11:81:d4,            SUTD_BOT,   80

          1405684437,        d8:c7:c8:11:81:d1,           SUTD_ILP2,   80

          1405684437,        d8:c7:c8:11:81:d6,           SUTD_GLAB,   80

          1405684437,        d8:c7:c8:11:83:a1,           SUTD_ILP2,   82

          1405684437,        d8:c7:c8:5e:81:21,           SUTD_ILP2,   87

          1405684437,        d8:c7:c8:5e:83:45,           SUTD_GLAB,   90

          1405684437,        d8:c7:c8:5e:68:e1,           SUTD_GLAB,   91

          1405684437,        d8:c7:c8:11:84:91,           SUTD_ILP2,   93

          1405684437,        d8:c7:c8:5e:83:41,           SUTD_ILP2,   93

          1405684437,        d8:c7:c8:11:84:95,           SUTD_GLAB,   94

          1405684437,        d8:c7:c8:5e:7d:e0,          SUTD_Guest,   57

          1405684437,        d8:c7:c8:5e:7d:a0,          SUTD_Guest,   71

          1405684437,        d8:c7:c8:11:81:d5,                    ,   79

          1405684439,        d8:c7:c8:5e:7d:e1,           SUTD_ILP2,   57

          1405684439,        d8:c7:c8:5e:7d:ea,          SUTD_Staff,   54

          1405684439,        d8:c7:c8:5e:7d:ed,           SUTD_GLAB,   54

          1405684439,        d8:c7:c8:5e:7d:e9,           SUTD_ILP2,   54

          1405684439,        d8:c7:c8:5e:7d:a1,           SUTD_ILP2,   74

          1405684439,        d8:c7:c8:5e:7c:8d,           SUTD_GLAB,   72

          1405684439,        d8:c7:c8:5e:7c:89,           SUTD_ILP2,   72

          1405684439,        d8:c7:c8:5e:7c:8a,          SUTD_Staff,   67

          1405684439,        d8:c7:c8:5e:7c:2c,            SUTD_BOT,   59

          1405684439,        d8:c7:c8:5e:7c:29,           SUTD_ILP2,   59

          1405684439,        d8:c7:c8:5e:7c:2d,           SUTD_GLAB,   58

          1405684439,        d8:c7:c8:5e:7c:2b,        SUTD_Student,   59

          1405684439,        d8:c7:c8:5e:7c:2a,          SUTD_Staff,   59

          1405684439,        d8:c7:c8:5e:7c:81,           SUTD_ILP2,   78

          1405684439,        d8:c7:c8:5e:7d:8d,           SUTD_GLAB,   74

          1405684439,        d8:c7:c8:5e:7d:89,           SUTD_ILP2,   74

          1405684439,        d8:c7:c8:5e:7c:28,          SUTD_Guest,   59

          1405684439,        02:2c:4c:cf:a2:ce,     HPCP1525-7dcf88,   60

          1405684439,        d8:c7:c8:5e:7d:ec,            SUTD_BOT,   54

          1405684439,        d8:c7:c8:5e:7d:eb,        SUTD_Student,   54

          1405684439,        d8:c7:c8:5e:7d:e8,          SUTD_Guest,   54

          1405684439,        d8:c7:c8:5e:7d:ad,           SUTD_GLAB,   68

          1405684439,        d8:c7:c8:5e:7d:a9,           SUTD_ILP2,   70

          1405684439,        a0:f3:c1:3c:d5:9a,              ai-hub,   81

          1405684439,        d8:c7:c8:5e:7c:21,           SUTD_ILP2,   75

          1405684439,        b0:c5:54:dc:dc:6c,              ai-ap1,   81

          1405684439,        d8:c7:c8:5e:81:2d,           SUTD_GLAB,   82

          1405684439,        d8:c7:c8:5e:7c:85,           SUTD_GLAB,   78

          1405684439,        d8:c7:c8:5e:7c:8b,        SUTD_Student,   73

          1405684439,        d8:c7:c8:5e:7c:88,          SUTD_Guest,   73

          1405684439,        d8:c7:c8:5e:7d:a5,           SUTD_GLAB,   74

          1405684439,        d8:c7:c8:5e:7c:84,            SUTD_BOT,   78

          1405684439,        d8:c7:c8:5e:7f:00,           SUTD_GLAB,   80

          1405684439,        d8:c7:c8:11:83:a6,           SUTD_GLAB,   82

          1405684439,        d8:c7:c8:5e:7d:aa,          SUTD_Staff,   67

          1405684439,        d8:c7:c8:11:82:a1,           SUTD_GLAB,   72

          1405684439,        d8:c7:c8:5e:7f:08,           SUTD_GLAB,   95

          1405684439,        d8:c7:c8:11:82:a4,            SUTD_BOT,   73

          1405684439,        d8:c7:c8:11:82:a3,        SUTD_Student,   73

          1405684439,        d8:c7:c8:11:82:a2,          SUTD_Staff,   73

          1405684439,        d8:c7:c8:11:82:29,           SUTD_ILP2,   82

          1405684439,        d8:c7:c8:11:82:2d,           SUTD_GLAB,   81

          1405684439,        d8:c7:c8:11:82:a0,          SUTD_Guest,   75

          1405684439,        d8:c7:c8:11:82:a9,           SUTD_GLAB,   87

          1405684439,        d8:c7:c8:11:82:ac,            SUTD_BOT,   87

          1405684439,        d8:c7:c8:11:84:9b,        SUTD_Student,   90

          1405684439,        d8:c7:c8:11:80:01,           SUTD_GLAB,   86

          1405684439,        d8:c7:c8:5e:7d:ac,            SUTD_BOT,   68

          1405684439,        d8:c7:c8:5e:7d:ab,        SUTD_Student,   68

          1405684439,        d8:c7:c8:5e:7d:8b,        SUTD_Student,   74

          1405684439,        d8:c7:c8:5e:7d:8c,            SUTD_BOT,   75

          1405684439,        d8:c7:c8:5e:7d:8a,          SUTD_Staff,   75

          1405684439,        d8:c7:c8:11:84:9d,           SUTD_GLAB,   91

          1405684439,        d8:c7:c8:11:84:99,           SUTD_ILP2,   90

          1405684439,        d8:c7:c8:11:84:9a,          SUTD_Staff,   91

          1405684439,        d8:c7:c8:5e:80:a1,           SUTD_ILP2,   84

          1405684439,        d8:c7:c8:11:81:41,           SUTD_GLAB,   86

          1405684439,        00:0b:86:75:43:e5,           SUTD_GLAB,   93

          1405684439,        d8:c7:c8:11:83:f6,           SUTD_GLAB,   91

          1405684439,        d8:c7:c8:5e:7d:a8,          SUTD_Guest,   69

          1405684439,        d8:c7:c8:5e:7d:88,          SUTD_Guest,   75

          1405684439,        d8:c7:c8:11:84:98,          SUTD_Guest,   91

          1405684439,        d8:c7:c8:5e:7c:83,        SUTD_Student,   77

          1405684439,        d8:c7:c8:5e:7c:82,          SUTD_Staff,   77

          1405684439,        d8:c7:c8:5e:83:49,           SUTD_ILP2,   86

          1405684439,        d8:c7:c8:5e:83:4d,           SUTD_GLAB,   86

          1405684439,        d8:c7:c8:11:82:aa,          SUTD_Staff,   88

          1405684439,        d8:c7:c8:11:82:ab,        SUTD_Student,   88

          1405684439,        d8:c7:c8:5e:80:a5,           SUTD_GLAB,   88

          1405684439,        d8:c7:c8:5e:80:3b,        SUTD_Student,   88

          1405684439,        d8:c7:c8:5e:80:3d,           SUTD_GLAB,   89

          1405684439,        d8:c7:c8:5e:7d:85,           SUTD_GLAB,   85

          1405684439,        d8:c7:c8:5e:7c:80,          SUTD_Guest,   77

          1405684439,        d8:c7:c8:11:82:a8,          SUTD_Guest,   87

          1405684439,        d8:c7:c8:5e:80:38,          SUTD_Guest,   88

          1405684439,        d8:c7:c8:5e:7d:e5,           SUTD_GLAB,   57

          1405684439,        d8:c7:c8:5e:7d:e3,        SUTD_Student,   57

          1405684439,        d8:c7:c8:5e:7d:e4,            SUTD_BOT,   58

          1405684439,        d8:c7:c8:5e:7d:e2,          SUTD_Staff,   59

          1405684439,        d8:c7:c8:5e:7d:a4,            SUTD_BOT,   72

          1405684439,        d8:c7:c8:5e:7d:a3,        SUTD_Student,   72

          1405684439,        d8:c7:c8:5e:7c:24,            SUTD_BOT,   74

          1405684439,        d8:c7:c8:5e:7c:25,           SUTD_GLAB,   75

          1405684439,        d8:c7:c8:11:81:d4,            SUTD_BOT,   80

          1405684439,        d8:c7:c8:11:81:d1,           SUTD_ILP2,   80

          1405684439,        d8:c7:c8:11:81:d6,           SUTD_GLAB,   80

          1405684439,        d8:c7:c8:11:83:a1,           SUTD_ILP2,   82

          1405684439,        d8:c7:c8:5e:81:21,           SUTD_ILP2,   87

          1405684439,        d8:c7:c8:5e:83:45,           SUTD_GLAB,   90

          1405684439,        d8:c7:c8:5e:68:e1,           SUTD_GLAB,   91

          1405684439,        d8:c7:c8:11:84:91,           SUTD_ILP2,   93

          1405684439,        d8:c7:c8:5e:83:41,           SUTD_ILP2,   93

          1405684439,        d8:c7:c8:11:84:95,           SUTD_GLAB,   94

          1405684439,        d8:c7:c8:5e:7d:e0,          SUTD_Guest,   57

          1405684439,        d8:c7:c8:5e:7d:a0,          SUTD_Guest,   71

          1405684439,        d8:c7:c8:11:81:d5,                    ,   79

          1405684442,        d8:c7:c8:5e:7d:e1,           SUTD_ILP2,   57

          1405684442,        d8:c7:c8:5e:7d:ea,          SUTD_Staff,   54

          1405684442,        d8:c7:c8:5e:7d:ed,           SUTD_GLAB,   54

          1405684442,        d8:c7:c8:5e:7d:e9,           SUTD_ILP2,   54

          1405684442,        d8:c7:c8:5e:7d:a1,           SUTD_ILP2,   74

          1405684442,        d8:c7:c8:5e:7c:8d,           SUTD_GLAB,   72

          1405684442,        d8:c7:c8:5e:7c:89,           SUTD_ILP2,   72

          1405684442,        d8:c7:c8:5e:7c:8a,          SUTD_Staff,   67

          1405684442,        d8:c7:c8:5e:7c:2c,            SUTD_BOT,   59

          1405684442,        d8:c7:c8:5e:7c:29,           SUTD_ILP2,   59

          1405684442,        d8:c7:c8:5e:7c:2d,           SUTD_GLAB,   58

          1405684442,        d8:c7:c8:5e:7c:2b,        SUTD_Student,   59

          1405684442,        d8:c7:c8:5e:7c:2a,          SUTD_Staff,   59

          1405684442,        d8:c7:c8:5e:7c:81,           SUTD_ILP2,   78

          1405684442,        d8:c7:c8:5e:7d:8d,           SUTD_GLAB,   74

          1405684442,        d8:c7:c8:5e:7d:89,           SUTD_ILP2,   74

          1405684442,        d8:c7:c8:5e:7c:28,          SUTD_Guest,   59

          1405684442,        02:2c:4c:cf:a2:ce,     HPCP1525-7dcf88,   60

          1405684442,        d8:c7:c8:5e:7d:ec,            SUTD_BOT,   54

          1405684442,        d8:c7:c8:5e:7d:eb,        SUTD_Student,   54

          1405684442,        d8:c7:c8:5e:7d:e8,          SUTD_Guest,   54

          1405684442,        d8:c7:c8:5e:7d:ad,           SUTD_GLAB,   68

          1405684442,        d8:c7:c8:5e:7d:a9,           SUTD_ILP2,   70

          1405684442,        a0:f3:c1:3c:d5:9a,              ai-hub,   81

          1405684442,        d8:c7:c8:5e:7c:21,           SUTD_ILP2,   75

          1405684442,        b0:c5:54:dc:dc:6c,              ai-ap1,   81

          1405684442,        d8:c7:c8:5e:81:2d,           SUTD_GLAB,   82

          1405684442,        d8:c7:c8:5e:7c:85,           SUTD_GLAB,   78

          1405684442,        d8:c7:c8:5e:7c:8b,        SUTD_Student,   73

          1405684442,        d8:c7:c8:5e:7c:88,          SUTD_Guest,   73

          1405684442,        d8:c7:c8:5e:7d:a5,           SUTD_GLAB,   74

          1405684442,        d8:c7:c8:5e:7c:84,            SUTD_BOT,   78

          1405684442,        d8:c7:c8:5e:7f:00,           SUTD_GLAB,   80

          1405684442,        d8:c7:c8:11:83:a6,           SUTD_GLAB,   82

          1405684442,        d8:c7:c8:5e:7d:aa,          SUTD_Staff,   67

          1405684442,        d8:c7:c8:11:82:a1,           SUTD_GLAB,   72

          1405684442,        d8:c7:c8:5e:7f:08,           SUTD_GLAB,   95

          1405684442,        d8:c7:c8:11:82:a4,            SUTD_BOT,   73

          1405684442,        d8:c7:c8:11:82:a3,        SUTD_Student,   73

          1405684442,        d8:c7:c8:11:82:a2,          SUTD_Staff,   73

          1405684442,        d8:c7:c8:11:82:29,           SUTD_ILP2,   82

          1405684442,        d8:c7:c8:11:82:2d,           SUTD_GLAB,   81

          1405684442,        d8:c7:c8:11:82:a0,          SUTD_Guest,   75

          1405684442,        d8:c7:c8:11:82:a9,           SUTD_GLAB,   87

          1405684442,        d8:c7:c8:11:82:ac,            SUTD_BOT,   87

          1405684442,        d8:c7:c8:11:84:9b,        SUTD_Student,   90

          1405684442,        d8:c7:c8:11:80:01,           SUTD_GLAB,   86

          1405684442,        d8:c7:c8:5e:7d:ac,            SUTD_BOT,   68

          1405684442,        d8:c7:c8:5e:7d:ab,        SUTD_Student,   68

          1405684442,        d8:c7:c8:5e:7d:8b,        SUTD_Student,   74

          1405684442,        d8:c7:c8:5e:7d:8c,            SUTD_BOT,   75

          1405684442,        d8:c7:c8:5e:7d:8a,          SUTD_Staff,   75

          1405684442,        d8:c7:c8:11:84:9d,           SUTD_GLAB,   91

          1405684442,        d8:c7:c8:11:84:99,           SUTD_ILP2,   90

          1405684442,        d8:c7:c8:11:84:9a,          SUTD_Staff,   91

          1405684442,        d8:c7:c8:5e:80:a1,           SUTD_ILP2,   84

          1405684442,        d8:c7:c8:11:81:41,           SUTD_GLAB,   86

          1405684442,        00:0b:86:75:43:e5,           SUTD_GLAB,   93

          1405684442,        d8:c7:c8:11:83:f6,           SUTD_GLAB,   91

          1405684442,        d8:c7:c8:5e:7d:a8,          SUTD_Guest,   69

          1405684442,        d8:c7:c8:5e:7d:88,          SUTD_Guest,   75

          1405684442,        d8:c7:c8:11:84:98,          SUTD_Guest,   91

          1405684442,        d8:c7:c8:5e:7c:83,        SUTD_Student,   77

          1405684442,        d8:c7:c8:5e:7c:82,          SUTD_Staff,   77

          1405684442,        d8:c7:c8:5e:83:49,           SUTD_ILP2,   86

          1405684442,        d8:c7:c8:5e:83:4d,           SUTD_GLAB,   86

          1405684442,        d8:c7:c8:11:82:aa,          SUTD_Staff,   88

          1405684442,        d8:c7:c8:11:82:ab,        SUTD_Student,   88

          1405684442,        d8:c7:c8:5e:80:a5,           SUTD_GLAB,   88

          1405684442,        d8:c7:c8:5e:80:3b,        SUTD_Student,   88

          1405684442,        d8:c7:c8:5e:80:3d,           SUTD_GLAB,   89

          1405684442,        d8:c7:c8:5e:7d:85,           SUTD_GLAB,   85

          1405684442,        d8:c7:c8:5e:7c:80,          SUTD_Guest,   77

          1405684442,        d8:c7:c8:11:82:a8,          SUTD_Guest,   87

          1405684442,        d8:c7:c8:5e:80:38,          SUTD_Guest,   88

          1405684442,        d8:c7:c8:5e:7d:e5,           SUTD_GLAB,   57

          1405684442,        d8:c7:c8:5e:7d:e3,        SUTD_Student,   57

          1405684442,        d8:c7:c8:5e:7d:e4,            SUTD_BOT,   58

          1405684442,        d8:c7:c8:5e:7d:e2,          SUTD_Staff,   59

          1405684442,        d8:c7:c8:5e:7d:a4,            SUTD_BOT,   72

          1405684442,        d8:c7:c8:5e:7d:a3,        SUTD_Student,   72

          1405684442,        d8:c7:c8:5e:7c:24,            SUTD_BOT,   74

          1405684442,        d8:c7:c8:5e:7c:25,           SUTD_GLAB,   75

          1405684442,        d8:c7:c8:11:81:d4,            SUTD_BOT,   80

          1405684442,        d8:c7:c8:11:81:d1,           SUTD_ILP2,   80

          1405684442,        d8:c7:c8:11:81:d6,           SUTD_GLAB,   80

          1405684442,        d8:c7:c8:11:83:a1,           SUTD_ILP2,   82

          1405684442,        d8:c7:c8:5e:81:21,           SUTD_ILP2,   87

          1405684442,        d8:c7:c8:5e:83:45,           SUTD_GLAB,   90

          1405684442,        d8:c7:c8:5e:68:e1,           SUTD_GLAB,   91

          1405684442,        d8:c7:c8:11:84:91,           SUTD_ILP2,   93

          1405684442,        d8:c7:c8:5e:83:41,           SUTD_ILP2,   93

          1405684442,        d8:c7:c8:11:84:95,           SUTD_GLAB,   94

          1405684442,        d8:c7:c8:5e:7d:e0,          SUTD_Guest,   57

          1405684442,        d8:c7:c8:5e:7d:a0,          SUTD_Guest,   71

          1405684442,        d8:c7:c8:11:81:d5,                    ,   79

          1405684444,        d8:c7:c8:5e:7d:e1,           SUTD_ILP2,   57

          1405684444,        d8:c7:c8:5e:7d:ea,          SUTD_Staff,   54

          1405684444,        d8:c7:c8:5e:7d:ed,           SUTD_GLAB,   54

          1405684444,        d8:c7:c8:5e:7d:e9,           SUTD_ILP2,   54

          1405684444,        d8:c7:c8:5e:7d:a1,           SUTD_ILP2,   74

          1405684444,        d8:c7:c8:5e:7c:8d,           SUTD_GLAB,   72

          1405684444,        d8:c7:c8:5e:7c:89,           SUTD_ILP2,   72

          1405684444,        d8:c7:c8:5e:7c:8a,          SUTD_Staff,   67

          1405684444,        d8:c7:c8:5e:7c:2c,            SUTD_BOT,   59

          1405684444,        d8:c7:c8:5e:7c:29,           SUTD_ILP2,   59

          1405684444,        d8:c7:c8:5e:7c:2d,           SUTD_GLAB,   58

          1405684444,        d8:c7:c8:5e:7c:2b,        SUTD_Student,   59

          1405684444,        d8:c7:c8:5e:7c:2a,          SUTD_Staff,   59

          1405684444,        d8:c7:c8:5e:7c:81,           SUTD_ILP2,   78

          1405684444,        d8:c7:c8:5e:7d:8d,           SUTD_GLAB,   74

          1405684444,        d8:c7:c8:5e:7d:89,           SUTD_ILP2,   74

          1405684444,        d8:c7:c8:5e:7c:28,          SUTD_Guest,   59

          1405684444,        02:2c:4c:cf:a2:ce,     HPCP1525-7dcf88,   60

          1405684444,        d8:c7:c8:5e:7d:ec,            SUTD_BOT,   54

          1405684444,        d8:c7:c8:5e:7d:eb,        SUTD_Student,   54

          1405684444,        d8:c7:c8:5e:7d:e8,          SUTD_Guest,   54

          1405684444,        d8:c7:c8:5e:7d:ad,           SUTD_GLAB,   68

          1405684444,        d8:c7:c8:5e:7d:a9,           SUTD_ILP2,   70

          1405684444,        a0:f3:c1:3c:d5:9a,              ai-hub,   81

          1405684444,        d8:c7:c8:5e:7c:21,           SUTD_ILP2,   75

          1405684444,        b0:c5:54:dc:dc:6c,              ai-ap1,   81

          1405684444,        d8:c7:c8:5e:81:2d,           SUTD_GLAB,   82

          1405684444,        d8:c7:c8:5e:7c:85,           SUTD_GLAB,   78

          1405684444,        d8:c7:c8:5e:7c:8b,        SUTD_Student,   73

          1405684444,        d8:c7:c8:5e:7c:88,          SUTD_Guest,   73

          1405684444,        d8:c7:c8:5e:7d:a5,           SUTD_GLAB,   74

          1405684444,        d8:c7:c8:5e:7c:84,            SUTD_BOT,   78

          1405684444,        d8:c7:c8:5e:7f:00,           SUTD_GLAB,   80

          1405684444,        d8:c7:c8:11:83:a6,           SUTD_GLAB,   82

          1405684444,        d8:c7:c8:5e:7d:aa,          SUTD_Staff,   67

          1405684444,        d8:c7:c8:11:82:a1,           SUTD_GLAB,   72

          1405684444,        d8:c7:c8:5e:7f:08,           SUTD_GLAB,   95

          1405684444,        d8:c7:c8:11:82:a4,            SUTD_BOT,   73

          1405684444,        d8:c7:c8:11:82:a3,        SUTD_Student,   73

          1405684444,        d8:c7:c8:11:82:a2,          SUTD_Staff,   73

          1405684444,        d8:c7:c8:11:82:29,           SUTD_ILP2,   82

          1405684444,        d8:c7:c8:11:82:2d,           SUTD_GLAB,   81

          1405684444,        d8:c7:c8:11:82:a0,          SUTD_Guest,   75

          1405684444,        d8:c7:c8:11:82:a9,           SUTD_GLAB,   87

          1405684444,        d8:c7:c8:11:82:ac,            SUTD_BOT,   87

          1405684444,        d8:c7:c8:11:84:9b,        SUTD_Student,   90

          1405684444,        d8:c7:c8:11:80:01,           SUTD_GLAB,   86

          1405684444,        d8:c7:c8:5e:7d:ac,            SUTD_BOT,   68

          1405684444,        d8:c7:c8:5e:7d:ab,        SUTD_Student,   68

          1405684444,        d8:c7:c8:5e:7d:8b,        SUTD_Student,   74

          1405684444,        d8:c7:c8:5e:7d:8c,            SUTD_BOT,   75

          1405684444,        d8:c7:c8:5e:7d:8a,          SUTD_Staff,   75

          1405684444,        d8:c7:c8:11:84:9d,           SUTD_GLAB,   91

          1405684444,        d8:c7:c8:11:84:99,           SUTD_ILP2,   90

          1405684444,        d8:c7:c8:11:84:9a,          SUTD_Staff,   91

          1405684444,        d8:c7:c8:5e:80:a1,           SUTD_ILP2,   84

          1405684444,        d8:c7:c8:11:81:41,           SUTD_GLAB,   86

          1405684444,        00:0b:86:75:43:e5,           SUTD_GLAB,   93

          1405684444,        d8:c7:c8:11:83:f6,           SUTD_GLAB,   91

          1405684444,        d8:c7:c8:5e:7d:a8,          SUTD_Guest,   69

          1405684444,        d8:c7:c8:5e:7d:88,          SUTD_Guest,   75

          1405684444,        d8:c7:c8:11:84:98,          SUTD_Guest,   91

          1405684444,        d8:c7:c8:5e:7c:83,        SUTD_Student,   77

          1405684444,        d8:c7:c8:5e:7c:82,          SUTD_Staff,   77

          1405684444,        d8:c7:c8:5e:83:49,           SUTD_ILP2,   86

          1405684444,        d8:c7:c8:5e:83:4d,           SUTD_GLAB,   86

          1405684444,        d8:c7:c8:11:82:aa,          SUTD_Staff,   88

          1405684444,        d8:c7:c8:11:82:ab,        SUTD_Student,   88

          1405684444,        d8:c7:c8:5e:80:a5,           SUTD_GLAB,   88

          1405684444,        d8:c7:c8:5e:80:3b,        SUTD_Student,   88

          1405684444,        d8:c7:c8:5e:80:3d,           SUTD_GLAB,   89

          1405684444,        d8:c7:c8:5e:7d:85,           SUTD_GLAB,   85

          1405684444,        d8:c7:c8:5e:7c:80,          SUTD_Guest,   77

          1405684444,        d8:c7:c8:11:82:a8,          SUTD_Guest,   87

          1405684444,        d8:c7:c8:5e:80:38,          SUTD_Guest,   88

          1405684444,        d8:c7:c8:5e:7d:e5,           SUTD_GLAB,   57

          1405684444,        d8:c7:c8:5e:7d:e3,        SUTD_Student,   57

